City,Coordinates,Administrative Division,Country,Country Code,Reason,Year,Places,Significance,,,,,,,,,,,,,,,,,
Granada / 格拉纳达,"37.175, -3.6",Andalusia / 安达卢西亚自治区,Spain / 西班牙,ESP,tourism,2015,Alhambra / 阿尔罕布拉宫,3,,,,,,,,,,,,,,,,,
Málaga / 马拉加,"36.719444, -4.42",Andalusia / 安达卢西亚自治区,Spain / 西班牙,ESP,tourism,2015,Alcazaba / 马拉加城堡,1,,,,,,,,,,,,,,,,,
Málaga / 马拉加,"36.719444, -4.42",Andalusia / 安达卢西亚自治区,Spain / 西班牙,ESP,tourism,2015,Costa del Sol / 太阳海岸,2,,,,,,,,,,,,,,,,,
Málaga / 马拉加,"36.719444, -4.42",Andalusia / 安达卢西亚自治区,Spain / 西班牙,ESP,airport,2015,AGP - Málaga–Costa del Sol Airport / 马拉加太阳海岸机场,1,,,,,,,,,,,,,,,,,
Lisbon / 里斯本,"38.725278, -9.15",Lisbon / 里斯本区,Portugal / 葡萄牙,PRT,airport,2015,LIS - Humberto Delgado Airport / 温贝托·德尔加多机场,1,,,,,,,,,,,,,,,,,
Lisbon / 里斯本,"38.725278, -9.15",Lisbon / 里斯本区,Portugal / 葡萄牙,PRT,airport,2015,LIS - Humberto Delgado Airport / 温贝托·德尔加多机场,1,,,,,,,,,,,,,,,,,
Lisbon / 里斯本,"38.725278, -9.15",Lisbon / 里斯本区,Portugal / 葡萄牙,PRT,tourism,2015,Rossio / 罗西乌广场,2,,,,,,,,,,,,,,,,,
Lisbon / 里斯本,"38.725278, -9.15",Lisbon / 里斯本区,Portugal / 葡萄牙,PRT,tourism,2015,Ascensor da Glória / 荣耀升降机,1,,,,,,,,,,,,,,,,,
Lisbon / 里斯本,"38.725278, -9.15",Lisbon / 里斯本区,Portugal / 葡萄牙,PRT,tourism,2015,Belém Tower / 贝伦塔,2,,,,,,,,,,,,,,,,,
Lisbon / 里斯本,"38.725278, -9.15",Lisbon / 里斯本区,Portugal / 葡萄牙,PRT,tourism,2015,Jerónimos Monastery / 热罗尼莫斯修道院,2,,,,,,,,,,,,,,,,,
Lisbon / 里斯本,"38.725278, -9.15",Lisbon / 里斯本区,Portugal / 葡萄牙,PRT,tourism,2015,Monument of the Discoveries / 发现者纪念碑,1,,,,,,,,,,,,,,,,,
Sintra / 辛特拉,"38.799167, -9.388333",Lisbon / 里斯本区,Portugal / 葡萄牙,PRT,tourism,2015,Cabo da Roca / 罗卡角,2,,,,,,,,,,,,,,,,,
Sintra / 辛特拉,"38.799167, -9.388333",Lisbon / 里斯本区,Portugal / 葡萄牙,PRT,tourism,2015,Sintra National Palace / 辛特拉宫,1,,,,,,,,,,,,,,,,,
Sintra / 辛特拉,"38.799167, -9.388333",Lisbon / 里斯本区,Portugal / 葡萄牙,PRT,tourism,2015,Quinta da Regaleira / 雷加莱拉庄园,1,,,,,,,,,,,,,,,,,
Sintra / 辛特拉,"38.799167, -9.388333",Lisbon / 里斯本区,Portugal / 葡萄牙,PRT,tourism,2015,Pena Palace / 佩纳宫,2,,,,,,,,,,,,,,,,,
Istanbul / 伊斯坦布尔,"41.013611, 28.955",Istanbul / 伊斯坦布尔省,Türkiye / 土耳其,TUR,airport,2015,ISL - Atatürk Airport / 阿塔图尔克机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,Kowloon Walled City Park / 九龙寨城公园,1,,,,,,,,,,,,,,,,,
Shenzhen / 深圳,"22.546667, 114.054444",Guangdong / 广东省,China / 中国,CHN,matchday,2015,Bao'an Stadium / 宝安体育场,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,Hong Kong Central Library / 香港中央图书馆,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2015,Mong Kok Stadium / 旺角大球场,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2015,Mong Kok Stadium / 旺角大球场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,Tung Choi Street / 通菜街,1,,,,,,,,,,,,,,,,,
Bangkok / 曼谷,"13.7525, 100.494167",Bangkok / 曼谷特别直辖市,Thailand / 泰国,THA,airport,2015,DMK - Don Mueang International Airport / 廊曼国际机场,1,,,,,,,,,,,,,,,,,
Bangkok / 曼谷,"13.7525, 100.494167",Bangkok / 曼谷特别直辖市,Thailand / 泰国,THA,airport,2015,DMK - Don Mueang International Airport / 廊曼国际机场,1,,,,,,,,,,,,,,,,,
Bangkok / 曼谷,"13.7525, 100.494167",Bangkok / 曼谷特别直辖市,Thailand / 泰国,THA,tourism,2015,Grand Palace / 大皇宫,3,,,,,,,,,,,,,,,,,
Bangkok / 曼谷,"13.7525, 100.494167",Bangkok / 曼谷特别直辖市,Thailand / 泰国,THA,tourism,2015,Jim Thompson House / 汤普生博物馆,1,,,,,,,,,,,,,,,,,
Bangkok / 曼谷,"13.7525, 100.494167",Bangkok / 曼谷特别直辖市,Thailand / 泰国,THA,tourism,2015,Chulalongkorn University / 朱拉隆功大学,1,,,,,,,,,,,,,,,,,
Bangkok / 曼谷,"13.7525, 100.494167",Bangkok / 曼谷特别直辖市,Thailand / 泰国,THA,tourism,2015,Khao San Road / 考山路,1,,,,,,,,,,,,,,,,,
Bangkok / 曼谷,"13.7525, 100.494167",Bangkok / 曼谷特别直辖市,Thailand / 泰国,THA,tourism,2015,Ananta Samakhom Throne Hall / 阿南达沙玛空皇家御会馆,1,,,,,,,,,,,,,,,,,
Phra Nakhon Si Ayutthaya / 大城,"14.347778, 100.560556",Phra Nakhon Si Ayutthaya / 大城府,Thailand / 泰国,THA,tourism,2015,Wat Yai Chai Mongkhon / 差蒙空寺,1,,,,,,,,,,,,,,,,,
Phra Nakhon Si Ayutthaya / 大城,"14.347778, 100.560556",Phra Nakhon Si Ayutthaya / 大城府,Thailand / 泰国,THA,tourism,2015,Wat Lokayasutharam / 罗卡雅苏塔寺,1,,,,,,,,,,,,,,,,,
Phra Nakhon Si Ayutthaya / 大城,"14.347778, 100.560556",Phra Nakhon Si Ayutthaya / 大城府,Thailand / 泰国,THA,tourism,2015,Wat Mahathat / 玛哈泰寺,1,,,,,,,,,,,,,,,,,
Krabi / 甲米,"8.059167, 98.918889",Krabi / 甲米府,Thailand / 泰国,THA,tourism,2015,Tiger Cave Temple / 虎窟寺,1,,,,,,,,,,,,,,,,,
Krabi / 甲米,"8.059167, 98.918889",Krabi / 甲米府,Thailand / 泰国,THA,tourism,2015,Railay Beach / 莱莉海滩,1,,,,,,,,,,,,,,,,,
Krabi / 甲米,"8.059167, 98.918889",Krabi / 甲米府,Thailand / 泰国,THA,tourism,2015,Phi Phi Islands / 披披群岛,1,,,,,,,,,,,,,,,,,
Krabi / 甲米,"8.059167, 98.918889",Krabi / 甲米府,Thailand / 泰国,THA,airport,2015,KBV - Krabi International Airport / 甲米国际机场,1,,,,,,,,,,,,,,,,,
Krabi / 甲米,"8.059167, 98.918889",Krabi / 甲米府,Thailand / 泰国,THA,airport,2015,KBV - Krabi International Airport / 甲米国际机场,1,,,,,,,,,,,,,,,,,
Chiang Mai / 清迈,"18.795278, 98.998611",Chiang Mai / 清迈府,Thailand / 泰国,THA,airport,2015,CNX - Chiang Mai International Airport / 清迈国际机场,1,,,,,,,,,,,,,,,,,
Chiang Mai / 清迈,"18.795278, 98.998611",Chiang Mai / 清迈府,Thailand / 泰国,THA,airport,2015,CNX - Chiang Mai International Airport / 清迈国际机场,1,,,,,,,,,,,,,,,,,
Chiang Mai / 清迈,"18.795278, 98.998611",Chiang Mai / 清迈府,Thailand / 泰国,THA,tourism,2015,Bhubing Palace / 蒲屏皇宫,1,,,,,,,,,,,,,,,,,
Chiang Mai / 清迈,"18.795278, 98.998611",Chiang Mai / 清迈府,Thailand / 泰国,THA,tourism,2015,Wat Phra That Doi Suthep / 双龙寺,1,,,,,,,,,,,,,,,,,
Chiang Mai / 清迈,"18.795278, 98.998611",Chiang Mai / 清迈府,Thailand / 泰国,THA,tourism,2015,Wat Phan Tao / 盼道寺,1,,,,,,,,,,,,,,,,,
Chiang Mai / 清迈,"18.795278, 98.998611",Chiang Mai / 清迈府,Thailand / 泰国,THA,tourism,2015,Wat Chedi Luang / 契迪龙寺,1,,,,,,,,,,,,,,,,,
Chiang Rai / 清莱,"19.909444, 99.8275",Chiang Rai / 清莱府,Thailand / 泰国,THA,tourism,2015,Wat Rong Khun / 白龙寺,1,,,,,,,,,,,,,,,,,
Chiang Rai / 清莱,"19.909444, 99.8275",Chiang Rai / 清莱府,Thailand / 泰国,THA,tourism,2015,Baan Dam Museum / 黑屋博物馆,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,Clock Tower / 前九广铁路钟楼,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,Stanley / 赤柱,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,University of Hong Kong / 香港大学,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,City University of Hong Kong / 香港城市大学,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,Hong Kong University of Science and Technology / 香港科技大学,2,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,tourism,2015,Zhengzhou University / 郑州大学,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,home,2016,,3,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,tourism,2016,Erqi Memorial Tower / 二七纪念塔,2,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2016,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2016,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2016,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2016,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2016,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2016,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,matchday,2016,Hanghai Stadium / 航海体育场,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.4",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,home,2016,,7,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.9",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,university,2016,Hong Kong Polytechnic University / 香港理工大学,10,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Clock Tower / 前九广铁路钟楼,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Chinese University of Hong Kong / 香港中文大学,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,University of Hong Kong / 香港大学,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,City University of Hong Kong / 香港城市大学,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Chi Lin Nunnery / 志莲净苑,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Tseung Kwan O Sports Ground / 将军澳运动场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Hammer Hill Road Sports Ground / 斧山道运动场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Mong Kok Stadium / 旺角大球场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Mong Kok Stadium / 旺角大球场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Mong Kok Stadium / 旺角大球场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Mong Kok Stadium / 旺角大球场,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Mong Kok Stadium / 旺角大球场,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Mong Kok Stadium / 旺角大球场,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Mong Kok Stadium / 旺角大球场,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Lan Kwai Fong / 兰桂坊,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Victoria Harbour / 维多利亚港,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Victoria Peak / 太平山,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Lamma Island / 南丫岛,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Wong Tai Sin Temple / 黄大仙祠,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Tsing Yi / 青衣,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Tsing Yi Sports Ground / 青衣运动场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.12",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,airport,2016,HKG - Hong Kong International Airport / 香港国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.12",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,airport,2016,HKG - Hong Kong International Airport / 香港国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.12",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,airport,2016,HKG - Hong Kong International Airport / 香港国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.12",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,airport,2016,HKG - Hong Kong International Airport / 香港国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.12",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,airport,2016,HKG - Hong Kong International Airport / 香港国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.12",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,airport,2016,HKG - Hong Kong International Airport / 香港国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.12",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,airport,2016,HKG - Hong Kong International Airport / 香港国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.12",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,airport,2016,HKG - Hong Kong International Airport / 香港国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.12",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,airport,2016,HKG - Hong Kong International Airport / 香港国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.12",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,airport,2016,HKG - Hong Kong International Airport / 香港国际机场,1,,,,,,,,,,,,,,,,,
Shenzhen / 深圳,"22.546667, 114.054444",Guangdong / 广东省,China / 中国,CHN,personal,2016,,1,,,,,,,,,,,,,,,,,
Xiamen / 厦门,"24.4796, 118.0889",Fujian / 福建省,China / 中国,CHN,airport,2016,XMN - Xiamen Gaoqi International Airport / 厦门高崎国际机场,1,,,,,,,,,,,,,,,,,
Xiamen / 厦门,"24.4796, 118.0889",Fujian / 福建省,China / 中国,CHN,tourism,2016,Gulangyu / 鼓浪屿,2,,,,,,,,,,,,,,,,,
Xiamen / 厦门,"24.4796, 118.0889",Fujian / 福建省,China / 中国,CHN,tourism,2016,Railway Culture Park / 铁路文化公园,1,,,,,,,,,,,,,,,,,
Xiamen / 厦门,"24.4796, 118.0889",Fujian / 福建省,China / 中国,CHN,tourism,2016,Zhongshan Road / 中山路,1,,,,,,,,,,,,,,,,,
Xiamen / 厦门,"24.4796, 118.0889",Fujian / 福建省,China / 中国,CHN,tourism,2016,Zengcuoan / 曾厝垵,1,,,,,,,,,,,,,,,,,
Xiamen / 厦门,"24.4796, 118.0889",Fujian / 福建省,China / 中国,CHN,tourism,2016,Xiamen University / 厦门大学,2,,,,,,,,,,,,,,,,,
Huangshan / 黄山,"29.7149, 118.3376",Anhui / 安徽省,China / 中国,CHN,tourism,2016,Tunxi Old Street / 屯溪老街,1,,,,,,,,,,,,,,,,,
Huangshan / 黄山,"29.7149, 118.3376",Anhui / 安徽省,China / 中国,CHN,airport,2016,TXN - Huangshan Tunxi International Airport / 黄山屯溪国际机场,1,,,,,,,,,,,,,,,,,
Yi County / 黟县,"29.9248, 117.9384",Anhui / 安徽省,China / 中国,CHN,tourism,2016,Xidi / 西递,1,,,,,,,,,,,,,,,,,
Yi County / 黟县,"29.9248, 117.9384",Anhui / 安徽省,China / 中国,CHN,tourism,2016,Hongcun / 宏村,1,,,,,,,,,,,,,,,,,
She County / 歙县,"29.8613, 118.4154",Anhui / 安徽省,China / 中国,CHN,tourism,2016,Huizhou Ancient Town / 徽州古城,1,,,,,,,,,,,,,,,,,
She County / 歙县,"29.8613, 118.4154",Anhui / 安徽省,China / 中国,CHN,tourism,2016,Tangyue Memorial Archway Cluster / 棠樾牌坊群,1,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,airport,2016,SHA - Shanghai Hongqiao International Airport / 上海虹桥国际机场,1,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,airport,2016,SHA - Shanghai Hongqiao International Airport / 上海虹桥国际机场,1,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,Shanghai Jiao Tong University / 上海交通大学,2,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,Lu Xun Park / 鲁迅公园,1,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,Jing'an Temple / 静安寺,2,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,Fudan University / 复旦大学,2,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,Tongji University / 同济大学,2,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,Nanjing Road / 南京路,2,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,The Bund / 外滩,3,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,City Temple of Shanghai / 上海城隍庙,2,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,Yu Garden / 豫园,2,,,,,,,,,,,,,,,,,
Jiashan / 嘉善,"30.831, 120.926",Zhejiang / 浙江省,China / 中国,CHN,tourism,2016,Xitang / 西塘,2,,,,,,,,,,,,,,,,,
Tianjin / 天津,"39.1336, 117.2054",Tianjin / 天津市,China / 中国,CHN,airport,2016,TSN - Tianjin Binhai International Airport / 天津滨海国际机场,1,,,,,,,,,,,,,,,,,
Tianjin / 天津,"39.1336, 117.2054",Tianjin / 天津市,China / 中国,CHN,tourism,2016,Five Great Avenues / 五大道,2,,,,,,,,,,,,,,,,,
Tianjin / 天津,"39.1336, 117.2054",Tianjin / 天津市,China / 中国,CHN,tourism,2016,Guwenhua Jie / 古文化街,2,,,,,,,,,,,,,,,,,
Tianjin / 天津,"39.1336, 117.2054",Tianjin / 天津市,China / 中国,CHN,tourism,2016,Tianjin Italian Style Town / 天津意式风情区,1,,,,,,,,,,,,,,,,,
Tianjin / 天津,"39.1336, 117.2054",Tianjin / 天津市,China / 中国,CHN,tourism,2016,Porcelain House / 瓷房子,1,,,,,,,,,,,,,,,,,
Tianjin / 天津,"39.1336, 117.2054",Tianjin / 天津市,China / 中国,CHN,tourism,2016,Tianjin University / 天津大学,2,,,,,,,,,,,,,,,,,
Tianjin / 天津,"39.1336, 117.2054",Tianjin / 天津市,China / 中国,CHN,tourism,2016,Nankai University / 南开大学,2,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Tiananmen / 天安门,2,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Tiananmen Square / 天安门广场,3,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Forbidden City / 故宫,3,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Jingshan Park / 景山公园,1,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Beihai Park / 北海公园,2,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Prince Gong's Mansion / 恭王府,1,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Nanluoguxiang / 南锣鼓巷,2,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Temple of Heaven / 天坛,2,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,National Museum of China / 中国国家博物馆,2,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Peking University / 北京大学,2,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,airport,2016,PEK - Beijing Capital International Airport / 北京首都国际机场,1,,,,,,,,,,,,,,,,,
Xianyang / 咸阳,"34.3299, 108.7088",Shaanxi / 陕西省,China / 中国,CHN,airport,2016,XIY - Xi'an Xianyang International Airport / 西安咸阳国际机场,1,,,,,,,,,,,,,,,,,
Xianyang / 咸阳,"34.3299, 108.7088",Shaanxi / 陕西省,China / 中国,CHN,airport,2016,XIY - Xi'an Xianyang International Airport / 西安咸阳国际机场,1,,,,,,,,,,,,,,,,,
Xi'an / 西安,"34.261111, 108.942222",Shaanxi / 陕西省,China / 中国,CHN,tourism,2016,Fortifications of Xi'an / 西安城墙,2,,,,,,,,,,,,,,,,,
Xi'an / 西安,"34.261111, 108.942222",Shaanxi / 陕西省,China / 中国,CHN,tourism,2016,Bell Tower of Xi'an / 西安钟楼,1,,,,,,,,,,,,,,,,,
Xi'an / 西安,"34.261111, 108.942222",Shaanxi / 陕西省,China / 中国,CHN,tourism,2016,Great Mosque of Xi'an / 西安大清真寺,1,,,,,,,,,,,,,,,,,
Xi'an / 西安,"34.261111, 108.942222",Shaanxi / 陕西省,China / 中国,CHN,tourism,2016,Huaqing Palace / 华清宫,2,,,,,,,,,,,,,,,,,
Xi'an / 西安,"34.261111, 108.942222",Shaanxi / 陕西省,China / 中国,CHN,tourism,2016,Terracotta Army / 秦始皇兵马俑,3,,,,,,,,,,,,,,,,,
Xi'an / 西安,"34.261111, 108.942222",Shaanxi / 陕西省,China / 中国,CHN,tourism,2016,Giant Wild Goose Pagoda / 大雁塔,2,,,,,,,,,,,,,,,,,
Xi'an / 西安,"34.261111, 108.942222",Shaanxi / 陕西省,China / 中国,CHN,tourism,2016,Xi'an Jiaotong University / 西安交通大学,2,,,,,,,,,,,,,,,,,
Chengdu / 成都,"30.66, 104.063333",Sichuan / 四川省,China / 中国,CHN,airport,2016,CTU - Chengdu Shuangliu International Airport / 成都双流国际机场,1,,,,,,,,,,,,,,,,,
Chengdu / 成都,"30.66, 104.063333",Sichuan / 四川省,China / 中国,CHN,airport,2016,CTU - Chengdu Shuangliu International Airport / 成都双流国际机场,1,,,,,,,,,,,,,,,,,
Guanghan / 广汉,"30.99, 104.25",Sichuan / 四川省,China / 中国,CHN,tourism,2016,Sanxingdui Museum / 三星堆博物馆,2,,,,,,,,,,,,,,,,,
Shifang / 什邡,"31.127, 104.167",Sichuan / 四川省,China / 中国,CHN,personal,2016,,2,,,,,,,,,,,,,,,,,
